Label,Text,Standard text,Desc
Other,Mentoring and grooming of Lead engineers,Mentoring and grooming of Lead engineers,Mentoring and grooming of Lead engineers
Other,Message alignment,Message alignment,Message alignment
Other,Minor medical expenses,Minor medical expenses,Minor medical expenses
Other,Mobile devices,Mobile devices,Mobile devices
Other,Moon-shot ideas,Moon-shot ideas,Moon-shot ideas
Other,Musical empowerment,Musical empowerment,Musical empowerment
Other,Non-standard work hours,Non-standard work hours,Non-standard work hours
Other,O365,O365,O365
Other,Offsite coordination,Offsite coordination,Offsite coordination
Other,On-call availability,On-call availability,On-call availability
Other,On-premises,On-premises,On-premises
Other,Open to travel for company events and conferences,Open to travel for company events and conferences,Open to travel for company events and conferences
Other,Operation,Operation,Operation
Other,Operational effectiveness,Operational effectiveness,Operational effectiveness
Other,Optimization,Optimization,Optimization
Other,Optimization analysis,Optimization analysis,Optimization analysis
Other,Orchestration,Orchestration,Orchestration
Other,Organizational event participation,Organizational event participation,Organizational event participation
Other,Ownership,Ownership,Ownership
Other,Packet Flow,Packet Flow,Packet Flow
Other,Passion,Passion,Passion
Other,Patent applications,Patent applications,Patent applications
Other,Patentable technology,Patentable technology,Patentable technology
Other,Personal,Personal,Personal
Other,Personal and professional growth.,Personal and professional growth,Personal and professional growth.
Other,Policies,Policies,Policies
Other,Potential growth,Potential growth,Potential growth
Other,Potential growth.,Potential growth.,Potential growth.
Other,PPC (pay-per-click),PPC (pay-per-click),PPC (pay-per-click)
Other,Presentation,Presentation,Presentation
Other,Presentation and contribution skills in open source communities,Presentation and contribution skills in open source communities,Presentation and contribution skills in open source communities
Other,Pride,Pride,Pride
Other,Procedures,Procedures,Procedures
Other,Process and practice improvement,Process and practice improvement,Process and practice improvement
Other,Process Improvement,Process Improvement,Process Improvement
Other,Product backlog consumption and technical design generation,Product backlog consumption and technical design generation,Product backlog consumption and technical design generation
Other,Product families,Product families,Product families
Other,Product lines,Product lines,Product lines
Other,Production-grade system experience,Production-grade system experience,Production-grade system experience
Other,Professional certification,Professional certification,Professional certification
Other,Professional development,Professional development,Professional development
Other,Professional development and certifications,Professional development and certifications,Professional development and certifications
Other,Professional knowledge,Professional knowledge,Professional knowledge
Other,Proficiency in relevant computer systems,Proficiency in relevant computer systems,Proficiency in relevant computer systems
Other,"Programming language proficiency (Python, C++, Java, Go)","Programming language proficiency (Python, C++, Java, Go)","Programming language proficiency (Python, C++, Java, Go)"
Other,"Programming languages (JavaScript, Java, HTML/CSS, TypeScript, SQL, Python, Go)","Programming languages (JavaScript, Java, HTML/CSS, TypeScript, SQL, Python, Go)","Programming languages (JavaScript, Java, HTML/CSS, TypeScript, SQL, Python, Go)"
Other,"Programming skills (Python, PowerShell, C#, Symfony, API Platform)","Programming skills (Python, PowerShell, C#, Symfony, API Platform)","Programming skills (Python, PowerShell, C#, Symfony, API Platform)"
Other,Progressive action,Progressive action,Progressive action
Other,Progressive policy,Progressive policy,Progressive policy
Other,Project,Project,Project
Other,Quality and content oversight for complex products and projects,Quality and content oversight for complex products and projects,Quality and content oversight for complex products and projects
Other,Race,Race,Race
Other,Reason,Reason,Reason
Other,Reference Architecture,Reference Architecture,Reference Architecture
Other,Reference architecture,Reference architecture,Reference architecture
Other,Referral bonus.,Referral bonus.,Referral bonus.
Other,Release,Release,Release
Other,"Reliable, highly available, and highly scalable systems delivery","Reliable, highly available, and highly scalable systems delivery","Reliable, highly available, and highly scalable systems delivery"
Other,Religion,Religion,Religion
Other,Relocation support,Relocation support,Relocation support
Other,Remote work,Remote work,Remote work
Other,Report information to responsible personnel,Report information to responsible personnel,Report information to responsible personnel
Other,Requirements management skills,Requirements management skills,Requirements management skills
Other,"Resources for mental, physical, and financial wellbeing","Resources for mental, physical, and financial wellbeing","Resources for mental, physical, and financial wellbeing"
Other,Retirement,Retirement,Retirement
Other,Revenue targets,Revenue targets,Revenue targets
Other,RFP and technical proposal review and collaboration with vendors,RFP and technical proposal review and collaboration with vendors,RFP and technical proposal review and collaboration with vendors
Other,Salary range,Salary range,Salary range
Other,Savings,Savings,Savings
Other,Scalability,Scalability,Scalability
Other,Science,Science,Science
Other,"Scripting skills (Shell, Python, PowerShell)","Scripting skills (Shell, Python, PowerShell)","Scripting skills (Shell, Python, PowerShell)"
Other,Secure application solutioning,Secure application solutioning,Secure application solutioning
Other,Secure Solutions,Secure Solutions,Secure Solutions
Other,Security Products,Security Products,Security Products
Other,Self-m,Self-m,Self-m
Other,Senior Software Engineering,Senior Software Engineering,Senior Software Engineering
Other,Service delivery,Service delivery,Service delivery
Other,Service Excellence,Service Excellence,Service Excellence
Other,Service level,Service level,Service level
Other,Sex,Sex,Sex
Other,Sexual orientation,Sexual orientation,Sexual orientation
Other,Experience in software engineering (8+ years),Software engineering,Experience in software engineering (8+ years)
Other,Solid values,Solid values,Solid values
Other,"Solution design, code writing, and testing","Solution design, code writing, and testing","Solution design, code writing, and testing"
Other,Solutions/services,Solutions/services,Solutions/services
Other,Special projects,Special projects,Special projects
Other,"SRE/DevOps stack knowledge (monitoring, system management tools)","SRE/DevOps stack knowledge (monitoring, system management tools)","SRE/DevOps stack knowledge (monitoring, system management tools)"
Other,Stable employment,Stable employment,Stable employment
Other,Standard shifts,Standard shifts,Standard shifts
